SbjNum,Area,Sex,Ethnicity,Age,Status,SchoolYrs
17752899,Rural,Female,Indigenous,20,Married,5
17752900,Rural,Female,Non-indigenous,16,Married,6
17752907,Rural,Male,Indigenous,23,Single,12
17752908,Rural,Male,Non-indigenous,15,Single,6
17752909,Rural,Female,Indigenous,21,Single,6
17752910,Rural,Female,Indigenous,23,Single,6
17752938,Rural,Male,Non-indigenous,22,Married,7
17752939,Rural,Male,Indigenous,24,Married,2
17752940,Rural,Male,Indigenous,20,Single,12
17752941,Rural,Female,Indigenous,16,Single,5
17752942,Rural,Female,Indigenous,15,Married,6
17753141,Rural,Male,Non-indigenous,21,Single,11
17753142,Rural,Female,Non-indigenous,21,Married,9
17753143,Rural,Male,Non-indigenous,20,Single,1
17753144,Rural,Female,Non-indigenous,19,Single,12
17753145,Rural,Male,Indigenous,24,Single,6
17753147,Rural,Male,Indigenous,24,Married,5
17753148,Rural,Female,Indigenous,21,Single,6
17753149,Rural,Female,Non-indigenous,15,Single,6
17753150,Rural,Female,Indigenous,20,Married,3
17753151,Rural,Female,Non-indigenous,24,Married,1
17753152,Rural,Male,Non-indigenous,17,Single,6
17753157,Rural,Male,Non-indigenous,20,Single,6
17753158,Rural,Male,Indigenous,18,Single,0
17753159,Rural,Female,Non-indigenous,18,Single,4
17753160,Rural,Female,Non-indigenous,24,Married,2
17753161,Rural,Male,Non-indigenous,22,Single,12
17753162,Rural,Male,Indigenous,21,Married,14
17753163,Rural,Male,Non-indigenous,21,Married,7
17753165,Rural,Male,Indigenous,20,Single,6
17753166,Rural,Female,Indigenous,15,Single,6
17753167,Rural,Female,Indigenous,18,Single,6
17753168,Rural,Male,Indigenous,22,Married,2
17753169,Rural,Female,Non-indigenous,20,Single,12
17780791,Rural,Male,Indigenous,16,Single,6
17780792,Rural,Male,Non-indigenous,16,Single,10
17780798,Rural,Male,Non-indigenous,24,Married,1
17780799,Rural,Female,Indigenous,16,Single,9
17780800,Rural,Male,Indigenous,15,Single,6
17780801,Rural,Female,Indigenous,16,Single,6
17780802,Rural,Female,Indigenous,17,Married,5
17780803,Rural,Female,Indigenous,19,Single,12
17780817,Rural,Female,Indigenous,24,Single,2
17780818,Rural,Male,Indigenous,15,Single,6
17780835,Rural,Male,Indigenous,22,Married,5
17780836,Rural,Female,Indigenous,15,Single,5
17780837,Rural,Female,Indigenous,24,Married,6
17780838,Rural,Female,Non-indigenous,15,Single,6
17780858,Rural,Female,Indigenous,18,Married,9
17781052,Rural,Male,Indigenous,23,Single,12
17781053,Rural,Female,Indigenous,17,Single,4
17781054,Rural,Female,Indigenous,20,Married,3
17781055,Rural,Male,Non-indigenous,20,Single,8
17781056,Rural,Male,Non-indigenous,24,Single,21
17781063,Rural,Female,Indigenous,20,Married,8
17781064,Rural,Female,Indigenous,20,Married,8
17781065,Rural,Male,Non-indigenous,15,Single,5
17781066,Rural,Male,Non-indigenous,17,Single,7
17781067,Rural,Male,Indigenous,19,Single,6
17781068,Rural,Male,Indigenous,19,Single,10
17781069,Rural,Male,Indigenous,22,Married,3
17781071,Rural,Male,Non-indigenous,19,Married,11
17781072,Rural,Female,Indigenous,21,Single,2
17781073,Rural,Female,Indigenous,22,Single,11
17781074,Rural,Male,Indigenous,17,Single,9
17781075,Rural,Female,Indigenous,17,Single,7
17781076,Rural,Male,Indigenous,17,Single,8
17781077,Rural,Female,Indigenous,15,Single,8
17781078,Rural,Female,Indigenous,18,Single,8
17781079,Rural,Male,Indigenous,16,Single,10
17781080,Rural,Female,Indigenous,15,Single,4
17781081,Rural,Female,Indigenous,24,Married,7
17803402,Rural,Male,Indigenous,17,Single,5
17803403,Rural,Male,Indigenous,18,Single,4
17803404,Rural,Female,Indigenous,24,Married,0
17803405,Rural,Female,Indigenous,23,Married,11
17803406,Rural,Male,Indigenous,16,Single,6
17803407,Rural,Female,Non-indigenous,17,Single,9
17803408,Rural,Male,Indigenous,21,Single,11
17803409,Rural,Female,Indigenous,19,Single,12
17803410,Rural,Female,Indigenous,20,Married,12
17803411,Rural,Male,Indigenous,24,Married,9
17803427,Rural,Male,Indigenous,15,Single,8
17803428,Rural,Male,Indigenous,22,Single,12
17803429,Rural,Male,Indigenous,16,Single,7
17803430,Rural,Female,Indigenous,16,Single,6
17803431,Rural,Male,Indigenous,24,Single,12
17803432,Rural,Female,Indigenous,22,Married,3
17803434,Rural,Male,Indigenous,20,Single,8
17803435,Rural,Male,Indigenous,18,Single,12
17803436,Rural,Female,Indigenous,18,Single,6
17803437,Rural,Male,Indigenous,20,Married,12
17803438,Rural,Male,Indigenous,21,Single,9
17803473,Rural,Female,Non-indigenous,19,Married,0
17803474,Rural,Female,Indigenous,23,Single,3
17803475,Rural,Male,Indigenous,17,Single,9
17803476,Rural,Male,Indigenous,17,Single,6
17803477,Rural,Male,Indigenous,16,Single,7
17803478,Rural,Female,Indigenous,21,Single,5
17803479,Rural,Male,Indigenous,23,Single,12
17803491,Rural,Female,Indigenous,16,Single,10
17803492,Rural,Female,Indigenous,17,Single,8
17803493,Rural,Female,Indigenous,21,Single,12
17803494,Rural,Male,Indigenous,18,Married,6
17803495,Rural,Female,Indigenous,19,Single,12
17803496,Rural,Female,Indigenous,24,Married,6
17803536,Rural,Male,Indigenous,16,Single,8
17803537,Rural,Female,Non-indigenous,15,Single,9
17803538,Rural,Male,Indigenous,20,Single,5
17803539,Rural,Male,Indigenous,22,Single,12
17803540,Rural,Female,Indigenous,22,Single,9
17803576,Rural,Male,Indigenous,15,Single,6
17803577,Rural,Male,Indigenous,22,Single,6
17803578,Rural,Female,Indigenous,18,Single,8
17803579,Rural,Male,Indigenous,17,Single,8
17803580,Rural,Male,Indigenous,20,Single,6
17803581,Rural,Female,Indigenous,23,Married,6
17803583,Rural,Male,Non-indigenous,24,Single,12
17831400,Rural,Female,Non-indigenous,20,Married,6
17831401,Rural,Male,Indigenous,16,Single,8
17831402,Rural,Male,Non-indigenous,23,Single,12
17831403,Rural,Female,Non-indigenous,18,Single,12
17831404,Rural,Female,Indigenous,20,Single,2
17831405,Rural,Female,Non-indigenous,15,Single,7
17831406,Rural,Male,Non-indigenous,15,Single,6
17831407,Rural,Female,Indigenous,17,Single,8
17831408,Rural,Female,Non-indigenous,18,Married,10
17831409,Rural,Female,Non-indigenous,20,Married,5
17831411,Rural,Male,Indigenous,15,Single,6
17831412,Rural,Male,Indigenous,17,Married,8
17831413,Rural,Male,Non-indigenous,16,Single,8
17831414,Rural,Male,Non-indigenous,22,Single,12
17831415,Rural,Female,Indigenous,20,Separated/a,2
17831416,Rural,Female,Indigenous,22,Married,6
17831417,Rural,Female,Indigenous,22,Married,6
17831418,Rural,Male,Indigenous,16,Single,8
17831419,Rural,Female,Non-indigenous,24,Married,6
17831420,Rural,Male,Indigenous,24,Single,6
17831446,Rural,Female,Indigenous,20,Single,5
17831447,Rural,Male,Indigenous,21,Single,4
17831448,Rural,Female,Non-indigenous,16,Single,10
17831449,Rural,Female,Indigenous,15,Single,8
17831450,Rural,Female,Indigenous,16,Single,8
17831451,Rural,Female,Non-indigenous,21,Married,4
17831452,Rural,Female,Indigenous,23,Single,11
17831453,Rural,Female,Non-indigenous,21,Married,10
17831454,Rural,Female,Non-indigenous,19,Single,7
17831455,Rural,Male,Indigenous,22,Single,2
17831456,Rural,Female,Indigenous,20,Married,9
17831464,Rural,Male,Indigenous,18,Single,6
17831465,Rural,Male,Indigenous,16,Single,6
17831466,Rural,Male,Indigenous,15,Single,8
17831467,Rural,Female,Non-indigenous,17,Single,9
17831468,Rural,Male,Non-indigenous,24,Married,13
17831493,Rural,Male,Non-indigenous,16,Single,6
17831494,Rural,Female,Non-indigenous,15,Single,4
17831495,Rural,Female,Indigenous,21,Married,12
17831496,Rural,Female,Indigenous,21,Married,4
17850789,Urban,Female,Non-indigenous,16,Single,10
17850790,Urban,Male,Indigenous,21,Single,12
17850791,Urban,Male,Indigenous,18,Single,10
17850792,Urban,Female,Non-indigenous,20,Married,10
17850793,Urban,Male,Indigenous,24,Single,12
17850794,Urban,Male,Non-indigenous,17,Single,10
17850813,Urban,Male,Indigenous,20,Single,11
17850814,Urban,Male,Non-indigenous,16,Single,10
17850815,Urban,Male,Indigenous,20,Single,10
